task_id	pool	family	semantic_subtasks	pure_composition	requires_transition	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	physical_group	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	canonical_task_signature
COMPOSE_165	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the butter, the ketchup, and the orange juice in the basket one after another.	libero_10;libero_object	307;305;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the butter and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket	in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(butter_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
COMPOSE_166	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the butter, the ketchup, and the tomato sauce in the basket one after another.	libero_10;libero_object	307;305;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the butter and place it in the basket | Pick the ketchup and place it in the basket | Pick the tomato sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(butter_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_167	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the butter, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	307;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the butter and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(butter_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_168	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the cream cheese box, the ketchup, and the orange juice in the basket one after another.	libero_10;libero_object	302;305;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket	in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
COMPOSE_169	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the cream cheese box, the ketchup, and the tomato sauce in the basket one after another.	libero_10;libero_object	302;305;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket | Pick the tomato sauce and place it in the basket	in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_170	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the cream cheese box, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	302;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the cream cheese and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(cream_cheese_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(cream_cheese_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_171	Compose-350	X3_libero10_scene2_milk_removed_3_to_basket	3	true	false	Put the ketchup, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	305;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,3) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_172	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the cream cheese box, and the ketchup in the basket one after another.	libero_10;libero_object	301;307;302;305	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region)})
COMPOSE_173	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the cream cheese box, and the orange juice in the basket one after another.	libero_10;libero_object	301;307;302;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the cream cheese and place it in the basket | Pick the orange juice and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
COMPOSE_174	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the cream cheese box, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;307;302;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the cream cheese and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_175	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the ketchup, and the orange juice in the basket one after another.	libero_10;libero_object	301;307;305;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
COMPOSE_176	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the ketchup, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;307;305;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the ketchup and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_177	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the butter, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;307;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the butter and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(butter_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(butter_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_178	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the cream cheese box, the ketchup, and the orange juice in the basket one after another.	libero_10;libero_object	301;302;305;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
COMPOSE_179	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the cream cheese box, the ketchup, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;302;305;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_180	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the cream cheese box, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;302;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_181	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the alphabet soup, the ketchup, the orange juice, and the tomato sauce in the basket one after another.	libero_10;libero_object	301;305;310;306	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the alphabet soup and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket | Pick the tomato sauce and place it in the basket	in(alphabet_soup_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	6	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(alphabet_soup_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region),in(tomato_sauce_1,basket_1_contain_region)})
COMPOSE_182	Compose-350	X4_libero10_scene2_milk_removed_4_to_basket	4	true	false	Put the butter, the cream cheese box, the ketchup, and the orange juice in the basket one after another.	libero_10;libero_object	307;302;305;310	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	put both the alphabet soup and the tomato sauce in the basket | Pick the butter and place it in the basket | Pick the cream cheese and place it in the basket | Pick the ketchup and place it in the basket | Pick the orange juice and place it in the basket	in(butter_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	libero10_scene2_milk_blocker_removed	milk_1 and its init region are removed because prior rollouts repeatedly collided with and toppled it. | Exhaustive C(6,4) subset after blocker removal; no instruction-order duplicates are created. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	7	0	5	0.0	0	composition|16d60b6417ebeed74645d67ef8834e2dfb629ef82039d216f1f056fba6095708|frozenset({in(butter_1,basket_1_contain_region),in(cream_cheese_1,basket_1_contain_region),in(ketchup_1,basket_1_contain_region),in(orange_juice_1,basket_1_contain_region)})
