task_id	batch	family	semantic_subtasks	instruction	goal_atom	source_task	physical_group	successes	episodes	success_rate_percent	success_episode_indices	manual_review	comparison_png	video_directory
UCOMP_019	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the ketchup in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(ketchup_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__ketchup_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_019.png	not_published_for_zero_success_task
UCOMP_020	source_aligned_26	object05_target_slot_pudding_right_basket_first	2	Put the milk in the basket, and then put the chocolate pudding to the right of the plate.	in(milk_1, basket_1_contain_region); on(chocolate_pudding_1,floor_transferred_plate_right_region)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__milk_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_020.png	not_published_for_zero_success_task
UCOMP_021	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the milk in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(milk_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_milk_and_place_it_in_the_basket	object05_target_slot__milk_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_021.png	not_published_for_zero_success_task
UCOMP_022	source_aligned_26	object05_target_slot_pudding_right_basket_first	2	Put the salad dressing in the basket, and then put the chocolate pudding to the right of the plate.	in(salad_dressing_1, basket_1_contain_region); on(chocolate_pudding_1,floor_transferred_plate_right_region)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__salad_dressing_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_022.png	not_published_for_zero_success_task
UCOMP_023	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the salad dressing in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(salad_dressing_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_salad_dressing_and_place_it_in_the_basket	object05_target_slot__salad_dressing_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_023.png	not_published_for_zero_success_task
UCOMP_024	source_aligned_26	object05_target_slot_pudding_right_basket_first	2	Put the butter in the basket, and then put the chocolate pudding to the right of the plate.	in(butter_1, basket_1_contain_region); on(chocolate_pudding_1,floor_transferred_plate_right_region)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__butter_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_024.png	not_published_for_zero_success_task
UCOMP_025	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the butter in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(butter_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_butter_and_place_it_in_the_basket	object05_target_slot__butter_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_025.png	not_published_for_zero_success_task
UCOMP_026	source_aligned_26	object05_target_slot_pudding_right_basket_first	2	Put the cream cheese box in the basket, and then put the chocolate pudding to the right of the plate.	in(cream_cheese_1, basket_1_contain_region); on(chocolate_pudding_1,floor_transferred_plate_right_region)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__cream_cheese_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_026.png	not_published_for_zero_success_task
UCOMP_027	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the cream cheese box in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(cream_cheese_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_cream_cheese_and_place_it_in_the_basket	object05_target_slot__cream_cheese_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_027.png	not_published_for_zero_success_task
UCOMP_028	source_aligned_26	object05_target_slot_pudding_right_basket_first	2	Put the tomato sauce in the basket, and then put the chocolate pudding to the right of the plate.	in(tomato_sauce_1, basket_1_contain_region); on(chocolate_pudding_1,floor_transferred_plate_right_region)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	object05_target_slot__tomato_sauce_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_028.png	not_published_for_zero_success_task
UCOMP_029	source_aligned_26	object05_target_slot_pudding_right_transferred_skill_first	2	Put the chocolate pudding to the right of the plate, and then put the tomato sauce in the basket.	on(chocolate_pudding_1,floor_transferred_plate_right_region); in(tomato_sauce_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_tomato_sauce_and_place_it_in_the_basket	object05_target_slot__tomato_sauce_1__pudding_right	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_029.png	not_published_for_zero_success_task
UCOMP_030	source_aligned_26	object05_target_slot_white_left_basket_first	2	Put the ketchup in the basket, and then put the white mug on the plate.	in(ketchup_1, basket_1_contain_region); on(porcelain_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__ketchup_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_030.png	not_published_for_zero_success_task
UCOMP_031	source_aligned_26	object05_target_slot_white_left_transferred_skill_first	2	Put the white mug on the plate, and then put the ketchup in the basket.	on(porcelain_mug_1,plate_1); in(ketchup_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__ketchup_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_031.png	not_published_for_zero_success_task
UCOMP_032	source_aligned_26	object05_target_slot_white_left_basket_first	2	Put the milk in the basket, and then put the white mug on the plate.	in(milk_1, basket_1_contain_region); on(porcelain_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__milk_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_032.png	not_published_for_zero_success_task
UCOMP_033	source_aligned_26	object05_target_slot_white_left_transferred_skill_first	2	Put the white mug on the plate, and then put the milk in the basket.	on(porcelain_mug_1,plate_1); in(milk_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate;pick_up_the_milk_and_place_it_in_the_basket	object05_target_slot__milk_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_033.png	not_published_for_zero_success_task
UCOMP_034	source_aligned_26	object05_target_slot_white_left_basket_first	2	Put the salad dressing in the basket, and then put the white mug on the plate.	in(salad_dressing_1, basket_1_contain_region); on(porcelain_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__salad_dressing_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_034.png	not_published_for_zero_success_task
UCOMP_035	source_aligned_26	object05_target_slot_white_left_transferred_skill_first	2	Put the white mug on the plate, and then put the salad dressing in the basket.	on(porcelain_mug_1,plate_1); in(salad_dressing_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate;pick_up_the_salad_dressing_and_place_it_in_the_basket	object05_target_slot__salad_dressing_1__white_left	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_035.png	not_published_for_zero_success_task
UCOMP_036	source_aligned_26	object05_target_slot_yellow_proven_basket_first	2	Put the butter in the basket, and then put the yellow and white mug on the plate.	in(butter_1, basket_1_contain_region); on(white_yellow_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_butter_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__butter_1__yellow_proven	1	5	20.0	0	pass	assets/comparison_png/UCOMP_036.png	assets/success_reels/UCOMP_036.mp4
UCOMP_037	source_aligned_26	object05_target_slot_yellow_proven_transferred_skill_first	2	Put the yellow and white mug on the plate, and then put the butter in the basket.	on(white_yellow_mug_1,plate_1); in(butter_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate;pick_up_the_butter_and_place_it_in_the_basket	object05_target_slot__butter_1__yellow_proven	1	5	20.0	4	pass	assets/comparison_png/UCOMP_037.png	assets/success_reels/UCOMP_037.mp4
UCOMP_038	source_aligned_26	object05_target_slot_yellow_proven_basket_first	2	Put the cream cheese box in the basket, and then put the yellow and white mug on the plate.	in(cream_cheese_1, basket_1_contain_region); on(white_yellow_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__cream_cheese_1__yellow_proven	1	5	20.0	4	pass	assets/comparison_png/UCOMP_038.png	assets/success_reels/UCOMP_038.mp4
UCOMP_039	source_aligned_26	object05_target_slot_yellow_proven_transferred_skill_first	2	Put the yellow and white mug on the plate, and then put the cream cheese box in the basket.	on(white_yellow_mug_1,plate_1); in(cream_cheese_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate;pick_up_the_cream_cheese_and_place_it_in_the_basket	object05_target_slot__cream_cheese_1__yellow_proven	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_039.png	not_published_for_zero_success_task
UCOMP_040	source_aligned_26	object05_target_slot_yellow_proven_basket_first	2	Put the tomato sauce in the basket, and then put the yellow and white mug on the plate.	in(tomato_sauce_1, basket_1_contain_region); on(white_yellow_mug_1,plate_1)	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	object05_target_slot__tomato_sauce_1__yellow_proven	3	5	60.0	0,1,2	pass	assets/comparison_png/UCOMP_040.png	assets/success_reels/UCOMP_040.mp4
UCOMP_041	source_aligned_26	object05_target_slot_yellow_proven_transferred_skill_first	2	Put the yellow and white mug on the plate, and then put the tomato sauce in the basket.	on(white_yellow_mug_1,plate_1); in(tomato_sauce_1, basket_1_contain_region)	pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate;pick_up_the_tomato_sauce_and_place_it_in_the_basket	object05_target_slot__tomato_sauce_1__yellow_proven	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_041.png	not_published_for_zero_success_task
UCOMP_042	source_aligned_26	study_corrected_mug_then_book	2	Put the yellow and white mug on the plate, and then put the book in the back compartment of the caddy.	on(white_yellow_mug_1,plate_1); in(black_book_1, desk_caddy_1_back_contain_region)	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	study_k6_exact_plus_k5_relative_plate	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_042.png	not_published_for_zero_success_task
UCOMP_043	source_aligned_26	study_corrected_book_then_mug	2	Put the book in the back compartment of the caddy, and then put the yellow and white mug on the plate.	in(black_book_1, desk_caddy_1_back_contain_region); on(white_yellow_mug_1,plate_1)	STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy;LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate	study_k6_exact_plus_k5_relative_plate	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_043.png	not_published_for_zero_success_task
UCOMP_044	exact_LBCM_20	exact_success_layout_pudding_right_basket_first	2	Put the ketchup in the basket, and then put the chocolate pudding to the right of the plate.	in(ketchup_1, basket_1_contain_region); on(chocolate_pudding_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__pudding_right__ketchup_1	4	5	80.0	0,1,2,3	pass	assets/comparison_png/UCOMP_044.png	assets/success_reels/UCOMP_044.mp4
UCOMP_045	exact_LBCM_20	exact_success_layout_pudding_right_other_first	2	Put the chocolate pudding to the right of the plate, and then put the ketchup in the basket.	on(chocolate_pudding_1,living_room_table_lm_pudding_right_region); in(ketchup_1, basket_1_contain_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_ketchup_and_place_it_in_the_basket	exact_success_layout__pudding_right__ketchup_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_045.png	not_published_for_zero_success_task
UCOMP_046	exact_LBCM_20	exact_success_layout_pudding_right_basket_first	2	Put the milk in the basket, and then put the chocolate pudding to the right of the plate.	in(milk_1, basket_1_contain_region); on(chocolate_pudding_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_milk_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__pudding_right__milk_1	2	5	40.0	1,4	pass	assets/comparison_png/UCOMP_046.png	assets/success_reels/UCOMP_046.mp4
UCOMP_047	exact_LBCM_20	exact_success_layout_pudding_right_other_first	2	Put the chocolate pudding to the right of the plate, and then put the milk in the basket.	on(chocolate_pudding_1,living_room_table_lm_pudding_right_region); in(milk_1, basket_1_contain_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate;pick_up_the_milk_and_place_it_in_the_basket	exact_success_layout__pudding_right__milk_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_047.png	not_published_for_zero_success_task
UCOMP_048	exact_LBCM_20	exact_success_layout_pudding_right_basket_first	2	Put the salad dressing in the basket, and then put the chocolate pudding to the right of the plate.	in(salad_dressing_1, basket_1_contain_region); on(chocolate_pudding_1,living_room_table_lm_pudding_right_region)	LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	exact_success_layout__pudding_right__salad_dressing_1	0	5	0.0		not_applicable	assets/comparison_png/UCOMP_048.png	not_published_for_zero_success_task
