task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	skill_source_ids	skill_source_instructions	scene_source_id	scene_source_instruction	object_source_ids	all_evidence_source_ids	review_status	cross_category_exact_overlaps	instruction_review_status	proposed_task_only_instruction
ADAPT_011	A1_object_lateral_mirror	Pick the cream cheese on the right and place it in the basket on the left.	libero_object	302	pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the cream cheese and place it in the basket	in(cream_cheese_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	2	0	5	0.0	0	LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket		LIBERO_OBJECT_02	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the cream cheese and place it in the basket.
ADAPT_012	A1_object_lateral_mirror	Pick the salad dressing on the right and place it in the basket on the left.	libero_object	303	pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket	in(salad_dressing_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	3	0	5	0.0	0	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket		LIBERO_OBJECT_03	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the salad dressing and place it in the basket.
ADAPT_013	A1_object_lateral_mirror	Pick the bbq sauce on the right and place it in the basket on the left.	libero_object	304	pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the bbq sauce and place it in the basket	in(bbq_sauce_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	2	0	5	0.0	0	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket	LIBERO_OBJECT_04	Pick the bbq sauce and place it in the basket		LIBERO_OBJECT_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the bbq sauce and place it in the basket.
ADAPT_014	A1_object_lateral_mirror	Pick the ketchup on the right and place it in the basket on the left.	libero_object	305	pick_up_the_ketchup_and_place_it_in_the_basket	Pick the ketchup and place it in the basket	in(ketchup_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	3	0	5	0.0	0	LIBERO_OBJECT_05	Pick the ketchup and place it in the basket	LIBERO_OBJECT_05	Pick the ketchup and place it in the basket		LIBERO_OBJECT_05	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the ketchup and place it in the basket.
ADAPT_015	A1_object_lateral_mirror	Pick the tomato sauce on the right and place it in the basket on the left.	libero_object	306	pick_up_the_tomato_sauce_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket	in(tomato_sauce_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	2	0	5	0.0	0	LIBERO_OBJECT_06	Pick the tomato sauce and place it in the basket	LIBERO_OBJECT_06	Pick the tomato sauce and place it in the basket		LIBERO_OBJECT_06	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the tomato sauce and place it in the basket.
ADAPT_016	A1_object_lateral_mirror	Pick the butter on the right and place it in the basket on the left.	libero_object	307	pick_up_the_butter_and_place_it_in_the_basket	Pick the butter and place it in the basket	in(butter_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	3	0	5	0.0	0	LIBERO_OBJECT_07	Pick the butter and place it in the basket	LIBERO_OBJECT_07	Pick the butter and place it in the basket		LIBERO_OBJECT_07	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the butter and place it in the basket.
ADAPT_017	A1_object_lateral_mirror	Pick the milk on the right and place it in the basket on the left.	libero_object	308	pick_up_the_milk_and_place_it_in_the_basket	Pick the milk and place it in the basket	in(milk_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	2	0	5	0.0	0	LIBERO_OBJECT_08	Pick the milk and place it in the basket	LIBERO_OBJECT_08	Pick the milk and place it in the basket		LIBERO_OBJECT_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the milk and place it in the basket.
ADAPT_018	A1_object_lateral_mirror	Pick the chocolate pudding on the right and place it in the basket on the left.	libero_object	309	pick_up_the_chocolate_pudding_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	3	0	5	0.0	0	LIBERO_OBJECT_09	Pick the chocolate pudding and place it in the basket	LIBERO_OBJECT_09	Pick the chocolate pudding and place it in the basket		LIBERO_OBJECT_09	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the chocolate pudding and place it in the basket.
ADAPT_019	A1_object_lateral_mirror	Pick the orange juice on the right and place it in the basket on the left.	libero_object	310	pick_up_the_orange_juice_and_place_it_in_the_basket	Pick the orange juice and place it in the basket	in(orange_juice_1, basket_1_contain_region)	A full-layout mirror preserves clearance; this is not an arbitrary continuous pose sample.	2	0	5	0.0	0	LIBERO_OBJECT_10	Pick the orange juice and place it in the basket	LIBERO_OBJECT_10	Pick the orange juice and place it in the basket		LIBERO_OBJECT_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Pick the orange juice and place it in the basket.
ADAPT_020	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts between the plate and the ramekin.	libero_spatial	7	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	3	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_01	Pick the akita black bowl between the plate and the ramekin and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_01	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_021	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts next to the ramekin.	libero_spatial	7	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	2	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_02	Pick the akita black bowl next to the ramekin and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_02	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_022	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts at the table center.	libero_spatial	7	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	3	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_03	Pick the akita black bowl from table center and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_03	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_023	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts on the cookies box.	libero_spatial	7	pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl on the cookies box and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	2	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_04	Pick the akita black bowl on the cookies box and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_04	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_024	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts in the top drawer of the wooden cabinet.	libero_spatial	7	pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	3	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_05	Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_05	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_025	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts on the ramekin.	libero_spatial	7	pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl on the ramekin and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	2	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_06	Pick the akita black bowl on the ramekin and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_06	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_026	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts next to the cookies box.	libero_spatial	7	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	3	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_07	Pick the akita black bowl next to the cookies box and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_07	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_027	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts on the stove.	libero_spatial	7	pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate	Pick the akita black bowl on the stove and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	2	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_08	Pick the akita black bowl on the stove and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_08	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_028	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts next to the plate.	libero_spatial	7	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	3	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_09	Pick the akita black bowl next to the plate and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_09	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_029	A2_spatial_scene_stove_control	Turn on the stove while the black bowl starts on top of the wooden cabinet.	libero_spatial	7	pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate	Pick the akita black bowl on the wooden cabinet and place it on the plate	turnon(flat_stove_1)	The GT interaction mask is restricted to flat_stove_1_button, never the whole stove.	2	0	5	0.0	0	LIBERO_GOAL_08	Turn on the stove	LIBERO_SPATIAL_10	Pick the akita black bowl on the wooden cabinet and place it on the plate		LIBERO_GOAL_08,LIBERO_SPATIAL_10	ELIGIBLE		REWRITE_AND_REEVALUATE_IF_SELECTED	Turn on the stove.
ADAPT_030	A2_spatial_source_to_drawer_sibling	Pick up the black bowl between the plate and the ramekin and put it in the top drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_01	Pick the akita black bowl between the plate and the ramekin and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_01	ELIGIBLE		PASS	Pick up the black bowl between the plate and the ramekin and put it in the top drawer of the wooden cabinet.
ADAPT_031	A2_spatial_source_to_drawer_sibling	Pick up the black bowl between the plate and the ramekin and put it in the middle drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_SPATIAL_01	Pick the akita black bowl between the plate and the ramekin and place it on the plate		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_SPATIAL_01	ELIGIBLE		PASS	Pick up the black bowl between the plate and the ramekin and put it in the middle drawer of the wooden cabinet.
ADAPT_032	A2_spatial_source_to_drawer_sibling	Pick up the black bowl between the plate and the ramekin and put it in the bottom drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl between the plate and the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_01	Pick the akita black bowl between the plate and the ramekin and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_01	ELIGIBLE		PASS	Pick up the black bowl between the plate and the ramekin and put it in the bottom drawer of the wooden cabinet.
ADAPT_033	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the ramekin and put it in the top drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_02	Pick the akita black bowl next to the ramekin and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_02	ELIGIBLE		PASS	Pick up the black bowl next to the ramekin and put it in the top drawer of the wooden cabinet.
ADAPT_034	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the ramekin and put it in the middle drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_SPATIAL_02	Pick the akita black bowl next to the ramekin and place it on the plate		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_SPATIAL_02	ELIGIBLE		PASS	Pick up the black bowl next to the ramekin and put it in the middle drawer of the wooden cabinet.
ADAPT_035	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the ramekin and put it in the bottom drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate	Pick the akita black bowl next to the ramekin and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_02	Pick the akita black bowl next to the ramekin and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_02	ELIGIBLE		PASS	Pick up the black bowl next to the ramekin and put it in the bottom drawer of the wooden cabinet.
ADAPT_036	A2_spatial_source_to_drawer_sibling	Pick up the black bowl at the table center and put it in the top drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_03	Pick the akita black bowl from table center and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_03	ELIGIBLE		PASS	Pick up the black bowl at the table center and put it in the top drawer of the wooden cabinet.
ADAPT_037	A2_spatial_source_to_drawer_sibling	Pick up the black bowl at the table center and put it in the middle drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)		2	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_SPATIAL_03	Pick the akita black bowl from table center and place it on the plate		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_SPATIAL_03	ELIGIBLE		PASS	Pick up the black bowl at the table center and put it in the middle drawer of the wooden cabinet.
ADAPT_038	A2_spatial_source_to_drawer_sibling	Pick up the black bowl at the table center and put it in the bottom drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate	Pick the akita black bowl from table center and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)		3	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_03	Pick the akita black bowl from table center and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_03	ELIGIBLE		PASS	Pick up the black bowl at the table center and put it in the bottom drawer of the wooden cabinet.
ADAPT_039	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the cookies box and put it in the top drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_top_region)		2	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_07	Pick the akita black bowl next to the cookies box and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_07	ELIGIBLE		PASS	Pick up the black bowl next to the cookies box and put it in the top drawer of the wooden cabinet.
ADAPT_040	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the cookies box and put it in the middle drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_middle_region)		3	0	5	0.0	0	LIBERO_GOAL_04,LIBERO_GOAL_01	Open the top layer of the drawer and put the bowl inside || Open the middle layer of the drawer	LIBERO_SPATIAL_07	Pick the akita black bowl next to the cookies box and place it on the plate		LIBERO_GOAL_04,LIBERO_GOAL_01,LIBERO_SPATIAL_07	ELIGIBLE		PASS	Pick up the black bowl next to the cookies box and put it in the middle drawer of the wooden cabinet.
ADAPT_041	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the cookies box and put it in the bottom drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate	Pick the akita black bowl next to the cookies box and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_bottom_region)		2	0	5	0.0	0	LIBERO_10_04	put the black bowl in the bottom drawer of the cabinet and close it	LIBERO_SPATIAL_07	Pick the akita black bowl next to the cookies box and place it on the plate		LIBERO_10_04,LIBERO_SPATIAL_07	ELIGIBLE		PASS	Pick up the black bowl next to the cookies box and put it in the bottom drawer of the wooden cabinet.
ADAPT_042	A2_spatial_source_to_drawer_sibling	Pick up the black bowl next to the plate and put it in the top drawer of the wooden cabinet.	libero_spatial	3	pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate	Pick the akita black bowl next to the plate and place it on the plate	in(akita_black_bowl_1, wooden_cabinet_1_top_region)		3	0	5	0.0	0	LIBERO_GOAL_04	Open the top layer of the drawer and put the bowl inside	LIBERO_SPATIAL_09	Pick the akita black bowl next to the plate and place it on the plate		LIBERO_GOAL_04,LIBERO_SPATIAL_09	ELIGIBLE		PASS	Pick up the black bowl next to the plate and put it in the top drawer of the wooden cabinet.
