task_id	category	episode_idx	success	steps	max_steps	seed	termination	strict_order_complete	strict_order_violation
TDC40_005	Decomposition	0	False	520	520	1807	timeout	True	False
TDC40_005	Decomposition	1	False	520	520	1808	timeout	True	False
TDC40_005	Decomposition	2	False	520	520	1809	timeout	True	False
TDC40_005	Decomposition	3	False	520	520	1810	timeout	True	False
TDC40_005	Decomposition	4	False	520	520	1811	timeout	True	False
TDC40_006	Decomposition	0	False	520	520	1907	timeout	True	False
TDC40_006	Decomposition	1	True	520	520	1908	custom_goal_at_end	True	False
TDC40_006	Decomposition	2	True	520	520	1909	custom_goal_at_end	True	False
TDC40_006	Decomposition	3	True	520	520	1910	custom_goal_at_end	True	False
TDC40_006	Decomposition	4	True	520	520	1911	custom_goal_at_end	True	False
ANLGX_002	Adapt	0	True	100	520	2007	env_goal	True	False
ANLGX_002	Adapt	1	False	520	520	2008	timeout	True	False
ANLGX_002	Adapt	2	True	137	520	2009	env_goal	True	False
ANLGX_002	Adapt	3	True	110	520	2010	env_goal	True	False
ANLGX_002	Adapt	4	True	97	520	2011	env_goal	True	False
ANLGX_003	Adapt	0	False	520	520	2107	timeout	True	False
ANLGX_003	Adapt	1	False	520	520	2108	timeout	True	False
ANLGX_003	Adapt	2	False	520	520	2109	timeout	True	False
ANLGX_003	Adapt	3	False	520	520	2110	timeout	True	False
ANLGX_003	Adapt	4	False	520	520	2111	timeout	True	False
ANLGX_017	Adapt	0	True	129	520	2207	env_goal	True	False
ANLGX_017	Adapt	1	True	120	520	2208	env_goal	True	False
ANLGX_017	Adapt	2	True	128	520	2209	env_goal	True	False
ANLGX_017	Adapt	3	True	138	520	2210	env_goal	True	False
ANLGX_017	Adapt	4	True	128	520	2211	env_goal	True	False
ANLGX_022	Adapt	0	False	520	520	2307	timeout	True	False
ANLGX_022	Adapt	1	False	520	520	2308	timeout	True	False
ANLGX_022	Adapt	2	False	520	520	2309	timeout	True	False
ANLGX_022	Adapt	3	False	520	520	2310	timeout	True	False
ANLGX_022	Adapt	4	False	520	520	2311	timeout	True	False
ANLGX_023	Adapt	0	False	132	520	2407	custom_rule_violation	True	False
ANLGX_023	Adapt	1	False	124	520	2408	custom_rule_violation	True	False
ANLGX_023	Adapt	2	False	135	520	2409	custom_rule_violation	True	False
ANLGX_023	Adapt	3	False	126	520	2410	custom_rule_violation	True	False
ANLGX_023	Adapt	4	False	129	520	2411	custom_rule_violation	True	False
ANLGX_089	Adapt	0	False	220	220	2507	timeout	True	False
ANLGX_089	Adapt	1	False	220	220	2508	timeout	True	False
ANLGX_089	Adapt	2	True	106	220	2509	env_goal	True	False
ANLGX_089	Adapt	3	False	220	220	2510	timeout	True	False
ANLGX_089	Adapt	4	True	108	220	2511	env_goal	True	False
ANLGX_134	Adapt	0	False	300	300	2607	timeout	True	False
ANLGX_134	Adapt	1	False	300	300	2608	timeout	True	False
ANLGX_134	Adapt	2	False	300	300	2609	timeout	True	False
ANLGX_134	Adapt	3	False	300	300	2610	timeout	True	False
ANLGX_134	Adapt	4	False	300	300	2611	timeout	True	False
ANLGX_147	Adapt	0	True	173	300	2707	env_goal	True	False
ANLGX_147	Adapt	1	False	300	300	2708	timeout	True	False
ANLGX_147	Adapt	2	True	129	300	2709	env_goal	True	False
ANLGX_147	Adapt	3	True	175	300	2710	env_goal	True	False
ANLGX_147	Adapt	4	False	300	300	2711	timeout	True	False
ANLGX_178	Adapt	0	False	520	520	2807	timeout	True	False
ANLGX_178	Adapt	1	False	520	520	2808	timeout	True	False
ANLGX_178	Adapt	2	False	520	520	2809	timeout	True	False
ANLGX_178	Adapt	3	False	520	520	2810	timeout	True	False
ANLGX_178	Adapt	4	False	520	520	2811	timeout	True	False
OGTS_001	Adapt	0	True	139	280	2907	env_goal	True	False
OGTS_001	Adapt	1	True	159	280	2908	env_goal	True	False
OGTS_001	Adapt	2	True	131	280	2909	env_goal	True	False
OGTS_001	Adapt	3	False	280	280	2910	timeout	True	False
OGTS_001	Adapt	4	True	134	280	2911	env_goal	True	False
OGTS_010	Adapt	0	False	280	280	3007	timeout	True	False
OGTS_010	Adapt	1	False	280	280	3008	timeout	True	False
OGTS_010	Adapt	2	False	280	280	3009	timeout	True	False
OGTS_010	Adapt	3	False	280	280	3010	timeout	True	False
OGTS_010	Adapt	4	False	280	280	3011	timeout	True	False
OGDTSL_011	Adapt	0	True	162	280	3107	env_goal	True	False
OGDTSL_011	Adapt	1	True	133	280	3108	env_goal	True	False
OGDTSL_011	Adapt	2	True	181	280	3109	env_goal	True	False
OGDTSL_011	Adapt	3	True	135	280	3110	env_goal	True	False
OGDTSL_011	Adapt	4	True	118	280	3111	env_goal	True	False
OGDTSL_046	Adapt	0	True	123	280	3207	env_goal	True	False
OGDTSL_046	Adapt	1	True	137	280	3208	env_goal	True	False
OGDTSL_046	Adapt	2	True	136	280	3209	env_goal	True	False
OGDTSL_046	Adapt	3	True	131	280	3210	env_goal	True	False
OGDTSL_046	Adapt	4	True	131	280	3211	env_goal	True	False
COMP2_012	Compose	0	False	800	800	3407	timeout	True	False
COMP2_012	Compose	1	False	800	800	3408	timeout	True	False
COMP2_012	Compose	2	False	800	800	3409	timeout	True	False
COMP2_012	Compose	3	False	800	800	3410	timeout	True	False
COMP2_012	Compose	4	False	800	800	3411	timeout	True	False
COMP2_032	Compose	0	False	800	800	3507	timeout	True	False
COMP2_032	Compose	1	False	800	800	3508	timeout	True	False
COMP2_032	Compose	2	False	800	800	3509	timeout	True	False
COMP2_032	Compose	3	False	800	800	3510	timeout	True	False
COMP2_032	Compose	4	False	800	800	3511	timeout	True	False
COMP2_222	Compose	0	False	800	800	3607	timeout	True	False
COMP2_222	Compose	1	False	800	800	3608	timeout	True	False
COMP2_222	Compose	2	False	800	800	3609	timeout	True	False
COMP2_222	Compose	3	False	800	800	3610	timeout	True	False
COMP2_222	Compose	4	False	800	800	3611	timeout	True	False
COMP2_303	Compose	0	False	800	800	3707	timeout	True	False
COMP2_303	Compose	1	False	800	800	3708	timeout	True	False
COMP2_303	Compose	2	False	800	800	3709	timeout	True	False
COMP2_303	Compose	3	False	800	800	3710	timeout	True	False
COMP2_303	Compose	4	False	800	800	3711	timeout	True	False
COMPOSE_155	Compose	0	False	1200	1200	3807	timeout	True	False
COMPOSE_155	Compose	1	False	1200	1200	3808	timeout	True	False
COMPOSE_155	Compose	2	False	1200	1200	3809	timeout	True	False
COMPOSE_155	Compose	3	False	1200	1200	3810	timeout	True	False
COMPOSE_155	Compose	4	False	1200	1200	3811	timeout	True	False
COMP2_027	Compose	0	False	800	800	3907	timeout	True	False
COMP2_027	Compose	1	False	800	800	3908	timeout	True	False
COMP2_027	Compose	2	False	800	800	3909	timeout	True	False
COMP2_027	Compose	3	False	800	800	3910	timeout	True	False
COMP2_027	Compose	4	False	800	800	3911	timeout	True	False
LBCM_003	Compose	0	False	112	1600	4007	custom_rule_violation	False	True
LBCM_003	Compose	1	False	110	1600	4008	custom_rule_violation	False	True
LBCM_003	Compose	2	False	112	1600	4009	custom_rule_violation	False	True
LBCM_003	Compose	3	False	108	1600	4010	custom_rule_violation	False	True
LBCM_003	Compose	4	False	160	1600	4011	custom_rule_violation	False	True
LBCM_028	Compose	0	False	254	1600	4107	custom_rule_violation	False	True
LBCM_028	Compose	1	False	247	1600	4108	custom_rule_violation	False	True
LBCM_028	Compose	2	False	250	1600	4109	custom_rule_violation	False	True
LBCM_028	Compose	3	False	88	1600	4110	custom_rule_violation	False	True
LBCM_028	Compose	4	False	257	1600	4111	custom_rule_violation	False	True
NAFR3_001	Adapt	0	False	520	520	4207	timeout	True	False
NAFR3_001	Adapt	1	False	520	520	4208	timeout	True	False
NAFR3_001	Adapt	2	True	201	520	4209	env_goal	True	False
NAFR3_001	Adapt	3	True	135	520	4210	env_goal	True	False
NAFR3_001	Adapt	4	False	520	520	4211	timeout	True	False
NAFR3_002	Adapt	0	True	166	520	4307	env_goal	True	False
NAFR3_002	Adapt	1	True	175	520	4308	env_goal	True	False
NAFR3_002	Adapt	2	True	169	520	4309	env_goal	True	False
NAFR3_002	Adapt	3	True	167	520	4310	env_goal	True	False
NAFR3_002	Adapt	4	True	167	520	4311	env_goal	True	False
MKDC_001	Compose	0	True	407	1600	4407	custom_goal	True	False
MKDC_001	Compose	1	True	435	1600	4408	custom_goal	True	False
MKDC_001	Compose	2	True	443	1600	4409	custom_goal	True	False
MKDC_001	Compose	3	False	1600	1600	4410	timeout	False	False
MKDC_001	Compose	4	False	620	1600	4411	custom_rule_violation	False	True
DSET_001	Adapt	0	True	107	520	4507	env_goal	True	False
DSET_001	Adapt	1	True	100	520	4508	env_goal	True	False
DSET_001	Adapt	2	True	104	520	4509	env_goal	True	False
DSET_001	Adapt	3	True	101	520	4510	env_goal	True	False
DSET_001	Adapt	4	True	100	520	4511	env_goal	True	False
BDRSWAP_001	Adapt	0	True	136	520	4607	env_goal	True	False
BDRSWAP_001	Adapt	1	True	134	520	4608	env_goal	True	False
BDRSWAP_001	Adapt	2	True	139	520	4609	env_goal	True	False
BDRSWAP_001	Adapt	3	True	136	520	4610	env_goal	True	False
BDRSWAP_001	Adapt	4	True	152	520	4611	env_goal	True	False
BDRCOMP_021	Compose	0	False	438	1040	4707	custom_rule_violation	False	True
BDRCOMP_021	Compose	1	False	1040	1040	4708	timeout	False	False
BDRCOMP_021	Compose	2	False	1040	1040	4709	timeout	False	False
BDRCOMP_021	Compose	3	False	1040	1040	4710	timeout	False	False
BDRCOMP_021	Compose	4	False	1040	1040	4711	timeout	False	False
ADVCN19_001	Adapt	0	True	85	520	5207	custom_goal	True	False
ADVCN19_001	Adapt	1	True	286	520	5208	custom_goal	True	False
ADVCN19_001	Adapt	2	False	520	520	5209	timeout	True	False
ADVCN19_001	Adapt	3	True	67	520	5210	custom_goal	True	False
ADVCN19_001	Adapt	4	True	63	520	5211	custom_goal	True	False
WTRAYR_004	Adapt	0	True	123	520	5307	released_supported_goal		
WTRAYR_004	Adapt	1	True	131	520	5308	released_supported_goal		
WTRAYR_004	Adapt	2	True	142	520	5309	released_supported_goal		
WTRAYR_004	Adapt	3	True	131	520	5310	released_supported_goal		
WTRAYR_004	Adapt	4	True	132	520	5311	released_supported_goal		
GRACK_002	Adapt	0	False	520	520	5407	timeout		
GRACK_002	Adapt	1	True	186	520	5408	released_supported_goal		
GRACK_002	Adapt	2	True	155	520	5409	released_supported_goal		
GRACK_002	Adapt	3	True	134	520	5410	released_supported_goal		
GRACK_002	Adapt	4	True	153	520	5411	released_supported_goal		
