task_id	family	semantic_subtasks	pure_composition	requires_transition	source_suite	source_task_id	source_task	original_instruction	new_instruction	goal_atom	physical_group	evidence_notes	init_states	action_plan_steps	comparison_png	bundle	canonical_task_signature
COMPOSEFB_011	FB1_two_cabinets_goal_exact_wine	4	true	false	libero_10;libero_goal	103;3;5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;open_the_top_drawer_and_put_the_bowl_inside;put_the_wine_bottle_on_top_of_the_cabinet	put the black bowl in the bottom drawer of the cabinet and close it | Open the top layer of the drawer and put the bowl inside | Put the wine bottle on the top of the drawer	Put the black bowl in the bottom drawer of the left white cabinet, then close the bottom drawer of the left white cabinet, then open the top drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	in(akita_black_bowl_1, white_cabinet_1_bottom_region); close(white_cabinet_1_bottom_region); open(wooden_cabinet_1_top_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl remains at the exact Kitchen Scene 4 pose to preserve its learned left-drawer trajectory. | The bowl-to-bottom-drawer primitive comes from LIBERO-10 Kitchen Scene 4; the left white cabinet pose and orientation are unchanged. | This exact drawer-opening subtrajectory is present in the cited LIBERO-40 task. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	6	comparison_png/COMPOSEFB_011__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_top_drawer_of_t.png	tasks/composefb_011__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_top_drawer_of_t	composition|c4ca9b9b9e9b1c97b05bddb87d62abaf42f3bc40a377d93074c535f131cdac9e|frozenset({close(white_cabinet_1_bottom_region),in(akita_black_bowl_1,white_cabinet_1_bottom_region),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_top_region)})
COMPOSEFB_012	FB1_two_cabinets_goal_exact_wine	4	true	false	libero_10;libero_goal	103;10;5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;open_the_middle_drawer_of_the_cabinet;put_the_wine_bottle_on_top_of_the_cabinet	put the black bowl in the bottom drawer of the cabinet and close it | Open the middle layer of the drawer | Put the wine bottle on the top of the drawer	Put the black bowl in the bottom drawer of the left white cabinet, then close the bottom drawer of the left white cabinet, then open the middle drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	in(akita_black_bowl_1, white_cabinet_1_bottom_region); close(white_cabinet_1_bottom_region); open(wooden_cabinet_1_middle_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl remains at the exact Kitchen Scene 4 pose to preserve its learned left-drawer trajectory. | The bowl-to-bottom-drawer primitive comes from LIBERO-10 Kitchen Scene 4; the left white cabinet pose and orientation are unchanged. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	6	comparison_png/COMPOSEFB_012__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_o.png	tasks/composefb_012__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_o	composition|c4ca9b9b9e9b1c97b05bddb87d62abaf42f3bc40a377d93074c535f131cdac9e|frozenset({close(white_cabinet_1_bottom_region),in(akita_black_bowl_1,white_cabinet_1_bottom_region),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_middle_region)})
COMPOSEFB_013	FB2_two_cabinets_goal_exact_table_objects	2	false	false	libero_goal	5	push_the_plate_to_the_front_of_the_stove;put_the_wine_bottle_on_top_of_the_cabinet	Push the plate to the front of the stove | Put the wine bottle on the top of the drawer	Put the plate on top of the left white cabinet, and then put the wine bottle on top of the right wooden cabinet.	on(plate_1, white_cabinet_1_top_side); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | LIBERO-Goal teaches plate manipulation by pushing and cabinet-top placement with other objects; picking the plate onto the left cabinet is an explicit mixed-transfer probe requested in the feedback. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	4	comparison_png/COMPOSEFB_013__put_the_plate_on_top_of_the_left_white_cabinet_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet.png	tasks/composefb_013__put_the_plate_on_top_of_the_left_white_cabinet_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({on(plate_1,white_cabinet_1_top_side),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_014	FB2_two_cabinets_goal_exact_table_objects	3	false	false	libero_goal;libero_10	103;5	push_the_plate_to_the_front_of_the_stove;KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;put_the_wine_bottle_on_top_of_the_cabinet	Push the plate to the front of the stove | put the black bowl in the bottom drawer of the cabinet and close it | Put the wine bottle on the top of the drawer	Put the plate on top of the left white cabinet, then close the bottom drawer of the left white cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(plate_1, white_cabinet_1_top_side); close(white_cabinet_1_bottom_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | LIBERO-Goal teaches plate manipulation by pushing and cabinet-top placement with other objects; picking the plate onto the left cabinet is an explicit mixed-transfer probe requested in the feedback. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	5	comparison_png/COMPOSEFB_014__put_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_ri.png	tasks/composefb_014__put_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_ri	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({close(white_cabinet_1_bottom_region),on(plate_1,white_cabinet_1_top_side),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_015	FB2_two_cabinets_goal_exact_table_objects	3	false	false	libero_10;libero_goal	103;5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;push_the_plate_to_the_front_of_the_stove;put_the_wine_bottle_on_top_of_the_cabinet	put the black bowl in the bottom drawer of the cabinet and close it | Push the plate to the front of the stove | Put the wine bottle on the top of the drawer	Put the black bowl in the bottom drawer of the left white cabinet, then put the plate on top of the left white cabinet, and finally put the wine bottle on top of the right wooden cabinet.	in(akita_black_bowl_1, white_cabinet_1_bottom_region); on(plate_1, white_cabinet_1_top_side); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | The bowl-to-bottom-drawer primitive comes from LIBERO-10 Kitchen Scene 4; the left white cabinet pose and orientation are unchanged. | LIBERO-Goal teaches plate manipulation by pushing and cabinet-top placement with other objects; picking the plate onto the left cabinet is an explicit mixed-transfer probe requested in the feedback. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	6	comparison_png/COMPOSEFB_015__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_put_the_plate_on_top_of_the_left_white_cabinet_and_finally_put_the_wine_bottle.png	tasks/composefb_015__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_put_the_plate_on_top_of_the_left_white_cabinet_and_finally_put_the_wine_bottle	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({in(akita_black_bowl_1,white_cabinet_1_bottom_region),on(plate_1,white_cabinet_1_top_side),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_016	FB2_two_cabinets_goal_exact_table_objects	4	false	false	libero_10;libero_goal	103;5	KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;push_the_plate_to_the_front_of_the_stove;put_the_wine_bottle_on_top_of_the_cabinet	put the black bowl in the bottom drawer of the cabinet and close it | Push the plate to the front of the stove | Put the wine bottle on the top of the drawer	Put the black bowl in the bottom drawer of the left white cabinet, then close the bottom drawer of the left white cabinet, then put the plate on top of the left white cabinet, and finally put the wine bottle on top of the right wooden cabinet.	in(akita_black_bowl_1, white_cabinet_1_bottom_region); close(white_cabinet_1_bottom_region); on(plate_1, white_cabinet_1_top_side); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | The bowl-to-bottom-drawer primitive comes from LIBERO-10 Kitchen Scene 4; the left white cabinet pose and orientation are unchanged. | LIBERO-Goal teaches plate manipulation by pushing and cabinet-top placement with other objects; picking the plate onto the left cabinet is an explicit mixed-transfer probe requested in the feedback. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	7	comparison_png/COMPOSEFB_016__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_put_the_plate_on_top_of.png	tasks/composefb_016__put_the_black_bowl_in_the_bottom_drawer_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_put_the_plate_on_top_of	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({close(white_cabinet_1_bottom_region),in(akita_black_bowl_1,white_cabinet_1_bottom_region),on(plate_1,white_cabinet_1_top_side),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_017	FB2_two_cabinets_goal_exact_table_objects	2	true	false	libero_goal	1;5	put_the_bowl_on_the_plate;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | Put the wine bottle on the top of the drawer	Put the black bowl on the plate, and then put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	4	comparison_png/COMPOSEFB_017__put_the_black_bowl_on_the_plate_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet.png	tasks/composefb_017__put_the_black_bowl_on_the_plate_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_018	FB2_two_cabinets_goal_exact_table_objects	3	true	false	libero_goal;libero_10	1;103;5	put_the_bowl_on_the_plate;KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | put the black bowl in the bottom drawer of the cabinet and close it | Put the wine bottle on the top of the drawer	Put the black bowl on the plate, then close the bottom drawer of the left white cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); close(white_cabinet_1_bottom_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	5	comparison_png/COMPOSEFB_018__put_the_black_bowl_on_the_plate_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_right_wooden_cabi.png	tasks/composefb_018__put_the_black_bowl_on_the_plate_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_right_wooden_cabi	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({close(white_cabinet_1_bottom_region),on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_019	FB2_two_cabinets_goal_exact_table_objects	3	true	false	libero_goal	1;10;5	put_the_bowl_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | Open the middle layer of the drawer | Put the wine bottle on the top of the drawer	Put the black bowl on the plate, then open the middle drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	5	comparison_png/COMPOSEFB_019__put_the_black_bowl_on_the_plate_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_right_wooden_cab.png	tasks/composefb_019__put_the_black_bowl_on_the_plate_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_right_wooden_cab	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_middle_region)})
COMPOSEFB_020	FB2_two_cabinets_goal_exact_table_objects	4	true	false	libero_goal;libero_10	1;103;10;5	put_the_bowl_on_the_plate;KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;open_the_middle_drawer_of_the_cabinet;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | put the black bowl in the bottom drawer of the cabinet and close it | Open the middle layer of the drawer | Put the wine bottle on the top of the drawer	Put the black bowl on the plate, then close the bottom drawer of the left white cabinet, then open the middle drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); close(white_cabinet_1_bottom_region); open(wooden_cabinet_1_middle_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_goal_exact_bowl_plate_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The bowl, plate, and wine bottle use their exact LIBERO-Goal initial coordinates. | This family includes the literal plate-to-left-cabinet and wine-to-right-cabinet feedback task. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	6	comparison_png/COMPOSEFB_020__put_the_black_bowl_on_the_plate_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_fin.png	tasks/composefb_020__put_the_black_bowl_on_the_plate_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_fin	composition|2e1dd4852f5d27753be7210314d5d5fdaf3b53c1d697296d9702d2e11ac12009|frozenset({close(white_cabinet_1_bottom_region),on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_middle_region)})
COMPOSEFB_021	FB3_plate_preplaced_on_left_cabinet	2	true	false	libero_goal	1;5	put_the_bowl_on_the_plate;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | Put the wine bottle on the top of the drawer	Put the black bowl on the plate on top of the left white cabinet, and then put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_plate_on_left_goal_exact_bowl_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The plate starts on top of the left white cabinet, covering the alternate reading of the feedback. | The bowl and wine bottle retain their exact LIBERO-Goal initial coordinates. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	4	comparison_png/COMPOSEFB_021__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet.png	tasks/composefb_021__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_and_then_put_the_wine_bottle_on_top_of_the_right_wooden_cabinet	composition|be907a22a67925f151d32107d5041ab08e92a6e847bb0133795d27809705d8db|frozenset({on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_022	FB3_plate_preplaced_on_left_cabinet	3	true	false	libero_goal;libero_10	1;103;5	put_the_bowl_on_the_plate;KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | put the black bowl in the bottom drawer of the cabinet and close it | Put the wine bottle on the top of the drawer	Put the black bowl on the plate on top of the left white cabinet, then close the bottom drawer of the left white cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); close(white_cabinet_1_bottom_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_plate_on_left_goal_exact_bowl_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The plate starts on top of the left white cabinet, covering the alternate reading of the feedback. | The bowl and wine bottle retain their exact LIBERO-Goal initial coordinates. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	5	comparison_png/COMPOSEFB_022__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottl.png	tasks/composefb_022__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_and_finally_put_the_wine_bottl	composition|be907a22a67925f151d32107d5041ab08e92a6e847bb0133795d27809705d8db|frozenset({close(white_cabinet_1_bottom_region),on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side)})
COMPOSEFB_023	FB3_plate_preplaced_on_left_cabinet	3	true	false	libero_goal	1;10;5	put_the_bowl_on_the_plate;open_the_middle_drawer_of_the_cabinet;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | Open the middle layer of the drawer | Put the wine bottle on the top of the drawer	Put the black bowl on the plate on top of the left white cabinet, then open the middle drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); open(wooden_cabinet_1_middle_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_plate_on_left_goal_exact_bowl_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The plate starts on top of the left white cabinet, covering the alternate reading of the feedback. | The bowl and wine bottle retain their exact LIBERO-Goal initial coordinates. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	5	comparison_png/COMPOSEFB_023__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_finally_put_the_wine_bott.png	tasks/composefb_023__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_open_the_middle_drawer_of_the_right_wooden_cabinet_and_finally_put_the_wine_bott	composition|be907a22a67925f151d32107d5041ab08e92a6e847bb0133795d27809705d8db|frozenset({on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_middle_region)})
COMPOSEFB_024	FB3_plate_preplaced_on_left_cabinet	4	true	false	libero_goal;libero_10	1;103;10;5	put_the_bowl_on_the_plate;KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it;open_the_middle_drawer_of_the_cabinet;put_the_wine_bottle_on_top_of_the_cabinet	Put the bowl on the plate | put the black bowl in the bottom drawer of the cabinet and close it | Open the middle layer of the drawer | Put the wine bottle on the top of the drawer	Put the black bowl on the plate on top of the left white cabinet, then close the bottom drawer of the left white cabinet, then open the middle drawer of the right wooden cabinet, and finally put the wine bottle on top of the right wooden cabinet.	on(akita_black_bowl_1, plate_1); close(white_cabinet_1_bottom_region); open(wooden_cabinet_1_middle_region); on(wine_bottle_1, wooden_cabinet_1_top_side)	feedback_kitchen4_two_cabinets_plate_on_left_goal_exact_bowl_wine	The original white cabinet stays at the LIBERO-10 Kitchen Scene 4 robot-left pose. | The wooden cabinet is at the exact LIBERO-Goal robot-right pose. | The wine bottle is at the exact LIBERO-Goal initial pose, correcting the earlier two-cabinet screen. | The wine rack is retained at its exact LIBERO-Goal pose as a learned-scene distractor. | The plate starts on top of the left white cabinet, covering the alternate reading of the feedback. | The bowl and wine bottle retain their exact LIBERO-Goal initial coordinates. | This exact bowl-to-plate relation is learned in LIBERO-Goal. | Both the right wooden cabinet and wine bottle use their exact original LIBERO-Goal poses.	5	6	comparison_png/COMPOSEFB_024__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_of.png	tasks/composefb_024__put_the_black_bowl_on_the_plate_on_top_of_the_left_white_cabinet_then_close_the_bottom_drawer_of_the_left_white_cabinet_then_open_the_middle_drawer_of	composition|be907a22a67925f151d32107d5041ab08e92a6e847bb0133795d27809705d8db|frozenset({close(white_cabinet_1_bottom_region),on(akita_black_bowl_1,plate_1),on(wine_bottle_1,wooden_cabinet_1_top_side),open(wooden_cabinet_1_middle_region)})
