candidate_id	task_id	source_task_id	original_instruction	original_target	left_object	right_object	left_initial_region	right_initial_region	bucket	pilot_batch	instruction	physical_signature	policy_status	native_sr_percent	strict_composition_sr_percent	simulator_initial_states	definition	strict_successes	native_final_count	native_ordered_count
BDRCENS_046		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	tomato_sauce_1	cream_cheese_1	floor_other_object_region_2	floor_target_object_region	original_target_second		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	ee59414faf3e78d095661a92b7e2e840ff926b0e9b64babdaa94ad29c99905b4	not evaluated			0	definitions/BDRCENS_046.bddl			
BDRCENS_047		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	tomato_sauce_1	alphabet_soup_1	floor_other_object_region_2	floor_other_object_region_0	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	1206f007e95d0026e17a2a2c3c254bcb5c0f80795764f1516cdf971bfe1f66e1	not evaluated			0	definitions/BDRCENS_047.bddl			
BDRCENS_048		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	tomato_sauce_1	milk_1	floor_other_object_region_2	floor_other_object_region_1	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	98a398899a58aa744be0ac58ebd6dca4c7a29dcc8645bcc0640f673c9c97ef00	not evaluated			0	definitions/BDRCENS_048.bddl			
BDRCENS_049		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	tomato_sauce_1	butter_1	floor_other_object_region_2	floor_other_object_region_3	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the butter and place it in the right compartment of the bowl drainer.	1b4c8159b0eac42480996bdc324dbcb2f6769fba6e6d5074ecf96a17a469a65c	not evaluated			0	definitions/BDRCENS_049.bddl			
BDRCENS_050		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	tomato_sauce_1	orange_juice_1	floor_other_object_region_2	floor_other_object_region_4	two_original_distractors		Pick the tomato sauce and place it in the left compartment of the bowl drainer, then pick the orange juice and place it in the right compartment of the bowl drainer.	43eeaf491b33076fe9481da856034ecdd5e41120b25ce0e79eedda54d1ccf5a4	not evaluated			0	definitions/BDRCENS_050.bddl			
BDRCENS_051		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	butter_1	cream_cheese_1	floor_other_object_region_3	floor_target_object_region	original_target_second		Pick the butter and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	fbb4187a5fe5613dd5404308f4a019566d57ed898355a9966a25c825353deb7d	not evaluated			0	definitions/BDRCENS_051.bddl			
BDRCENS_052		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	butter_1	alphabet_soup_1	floor_other_object_region_3	floor_other_object_region_0	two_original_distractors		Pick the butter and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	f90ac86a3ee04839b71f418af77c523bacb2d51a2b197f6da41e49bee790cd33	not evaluated			0	definitions/BDRCENS_052.bddl			
BDRCENS_053		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	butter_1	milk_1	floor_other_object_region_3	floor_other_object_region_1	two_original_distractors		Pick the butter and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	8769f7413ee5774483cb5db901f539a2796c8274a5f3aadebe5ae24f46754552	not evaluated			0	definitions/BDRCENS_053.bddl			
BDRCENS_054		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	butter_1	tomato_sauce_1	floor_other_object_region_3	floor_other_object_region_2	two_original_distractors		Pick the butter and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	2a1d8d39a3842a5406bcfe905ed589e7d210ca981b5ff537bef540a6f5b02418	not evaluated			0	definitions/BDRCENS_054.bddl			
BDRCENS_055		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	butter_1	orange_juice_1	floor_other_object_region_3	floor_other_object_region_4	two_original_distractors		Pick the butter and place it in the left compartment of the bowl drainer, then pick the orange juice and place it in the right compartment of the bowl drainer.	42d31417414fb475dd335362f4efa3d2d6ebfeca49422a2a5a298f60710e4d99	not evaluated			0	definitions/BDRCENS_055.bddl			
BDRCENS_056		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	orange_juice_1	cream_cheese_1	floor_other_object_region_4	floor_target_object_region	original_target_second		Pick the orange juice and place it in the left compartment of the bowl drainer, then pick the cream cheese and place it in the right compartment of the bowl drainer.	38c49f34d792fbaea0906b2a997741aecc942c2fff513f921e1bbc0b3e26a852	not evaluated			0	definitions/BDRCENS_056.bddl			
BDRCENS_057		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	orange_juice_1	alphabet_soup_1	floor_other_object_region_4	floor_other_object_region_0	two_original_distractors		Pick the orange juice and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	4e1a613646f8ca53a82df15023870bc94a92e557c56e0d70b89cc656497a4a5e	not evaluated			0	definitions/BDRCENS_057.bddl			
BDRCENS_058		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	orange_juice_1	milk_1	floor_other_object_region_4	floor_other_object_region_1	two_original_distractors		Pick the orange juice and place it in the left compartment of the bowl drainer, then pick the milk and place it in the right compartment of the bowl drainer.	57dafa75e5d1be94b732de2a2c48d96feee1c46d9e9b92d0e44dad1620679eeb	not evaluated			0	definitions/BDRCENS_058.bddl			
BDRCENS_059		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	orange_juice_1	tomato_sauce_1	floor_other_object_region_4	floor_other_object_region_2	two_original_distractors		Pick the orange juice and place it in the left compartment of the bowl drainer, then pick the tomato sauce and place it in the right compartment of the bowl drainer.	cd6ad66b21c73081d215e4556eb8314bb50b0c5fb9fc262ce6c19f0e52359797	not evaluated			0	definitions/BDRCENS_059.bddl			
BDRCENS_060		LIBERO_OBJECT_02	Pick the cream cheese and place it in the basket	cream_cheese_1	orange_juice_1	butter_1	floor_other_object_region_4	floor_other_object_region_3	two_original_distractors		Pick the orange juice and place it in the left compartment of the bowl drainer, then pick the butter and place it in the right compartment of the bowl drainer.	18084f4337be5e3e52bda03e68fe828a0a77cdd8d28f2f48cdbb746ed6f084f7	not evaluated			0	definitions/BDRCENS_060.bddl			
BDRCENS_061		LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	salad_dressing_1	ketchup_1	floor_target_object_region	floor_other_object_region_0	original_target_first		Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the ketchup and place it in the right compartment of the bowl drainer.	6ab66cf076c4547344f76f05b134fd269f0830527e388bb0ee610eb4cf336abd	not evaluated			0	definitions/BDRCENS_061.bddl			
BDRCENS_062	BDRCOMP_026	LIBERO_OBJECT_03	Pick the salad dressing and place it in the basket	salad_dressing_1	salad_dressing_1	alphabet_soup_1	floor_target_object_region	floor_other_object_region_1	original_target_first	extension20	Pick the salad dressing and place it in the left compartment of the bowl drainer, then pick the alphabet soup and place it in the right compartment of the bowl drainer.	12db68f970a34c019f77b276526d470538715cb6a0879e6efd821e2f60b921c4	evaluated		0	5	definitions/BDRCENS_062.bddl	0	0	0
