task_id	family	instruction	semantic_count	components	full_successes	full_episodes	full_sr	failure_episode	goal_atoms	atom_first_steps	atom_final	max_simultaneous	combination_first_steps	subtasks_reached	num_subtasks	partial_kind	derived_two_step_instruction	failure_video	comparison_png	stove_turn_knob_frames
COMP_195	C4_kitchen3_on_moka_off_temporal	Turn on the stove, then put the moka pot on the stove, and finally turn off the stove.	3	Turn on the stove | Put the moka pot on the stove | Turn off the stove	0	5	0.0	0	on(moka_pot_1, flat_stove_1_cook_region) | turnoff(flat_stove_1)	[219, 54]	[true, false]	1	"{""00"": 0, ""01"": 54, ""10"": 219}"	4	4	ordered temporal prefix	Turn on the stove, and then put the moka pot on the stove.	../assets/composition/failure_videos/COMP_195/COMP_195_ep000_fail.mp4	../assets/composition/comparison_png/COMP_195__turn_on_the_stove_then_put_the_moka_pot_on_the_stove_and_finally_turn_off_the_stove.png	76
COMP_196	C5_kitchen3_on_moka_frypan	Turn on the stove, then put the moka pot on the stove, and finally put the frypan on the stove.	3	Turn on the stove | Put the moka pot on the stove | Put the frypan on the stove	0	5	0.0	0	turnon(flat_stove_1) | on(moka_pot_1, flat_stove_1_cook_region) | on(chefmate_8_frypan_1, flat_stove_1_cook_region)	[80, 219, null]	[true, true, false]	2	"{""000"": 0, ""100"": 80, ""110"": 219}"	4	5	ordered instruction prefix	Turn on the stove, and then put the moka pot on the stove.	../assets/composition/failure_videos/COMP_196/COMP_196_ep000_fail.mp4	../assets/composition/comparison_png/COMP_196__turn_on_the_stove_then_put_the_moka_pot_on_the_stove_and_finally_put_the_frypan_on_the_stove.png	12
COMP_197	C6_kitchen4_bowl_close_wine_cabinet	Put the black bowl in the bottom drawer of the white cabinet, then close the bottom drawer of the white cabinet, and finally put the wine bottle on top of the white cabinet.	3	Put the black bowl in the bottom drawer of the white cabinet | Close the bottom drawer of the white cabinet | Put the wine bottle on top of the white cabinet	0	5	0.0	1	in(akita_black_bowl_1, white_cabinet_1_bottom_region) | close(white_cabinet_1_bottom_region) | on(wine_bottle_1, white_cabinet_1_top_side)	[144, 218, null]	[true, true, false]	2	"{""000"": 0, ""100"": 144, ""110"": 218}"	5	5	ordered instruction prefix	Put the black bowl in the bottom drawer of the white cabinet, and then close the bottom drawer of the white cabinet.	../assets/composition/failure_videos/COMP_197/COMP_197_ep001_fail.mp4	../assets/composition/comparison_png/COMP_197__put_the_black_bowl_in_the_bottom_drawer_of_the_white_cabinet_then_close_the_bottom_drawer_of_the_white_cabinet_and_finally_put_the_wine_bottle_on_top_of_the_white_cabinet.png	0
COMP_198	C7_kitchen6_mug_close_white_top	Put the yellow and white mug in the microwave, then close the microwave, and finally put the white mug on top of the microwave.	3	Put the yellow and white mug in the microwave | Close the microwave | Put the white mug on top of the microwave	0	5	0.0	1	in(white_yellow_mug_1, microwave_1_heating_region) | close(microwave_1) | on(porcelain_mug_1, microwave_1_top_side)	[150, 272, null]	[true, true, false]	2	"{""000"": 0, ""100"": 150, ""110"": 272}"	5	5	ordered instruction prefix	Put the yellow and white mug in the microwave, and then close the microwave.	../assets/composition/failure_videos/COMP_198/COMP_198_ep001_fail.mp4	../assets/composition/comparison_png/COMP_198__put_the_yellow_and_white_mug_in_the_microwave_then_close_the_microwave_and_finally_put_the_white_mug_on_top_of_the_microwave.png	0
COMP_201	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	4	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[151, 284, null]	[true, true, false]	2	"{""000"": 0, ""100"": 151, ""110"": 284}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_201/COMP_201_ep004_fail.mp4	../assets/composition/comparison_png/COMP_201__put_the_alphabet_soup_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_202	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the tomato sauce in the basket	0	5	0.0	4	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[151, 290, null]	[true, true, false]	2	"{""000"": 0, ""100"": 151, ""110"": 290}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_202/COMP_202_ep004_fail.mp4	../assets/composition/comparison_png/COMP_202__put_the_alphabet_soup_the_cream_cheese_box_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_205	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the cream cheese box in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the cream cheese box in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region)	[158, 303, null]	[true, true, false]	2	"{""000"": 0, ""100"": 158, ""110"": 303}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_205/COMP_205_ep000_fail.mp4	../assets/composition/comparison_png/COMP_205__put_the_alphabet_soup_the_butter_and_the_cream_cheese_box_in_the_basket_one_after_another.png	0
COMP_206	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the ketchup in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[159, 297, null]	[true, true, false]	2	"{""000"": 0, ""100"": 159, ""110"": 297}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_206/COMP_206_ep000_fail.mp4	../assets/composition/comparison_png/COMP_206__put_the_alphabet_soup_the_butter_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_207	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the milk in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the milk in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[144, 323, null]	[true, true, false]	2	"{""000"": 0, ""100"": 144, ""110"": 323}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_207/COMP_207_ep002_fail.mp4	../assets/composition/comparison_png/COMP_207__put_the_alphabet_soup_the_butter_and_the_milk_in_the_basket_one_after_another.png	0
COMP_208	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the orange juice in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[148, 442, null]	[true, true, false]	2	"{""000"": 0, ""100"": 148, ""110"": 442}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_208/COMP_208_ep002_fail.mp4	../assets/composition/comparison_png/COMP_208__put_the_alphabet_soup_the_butter_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_209	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the tomato sauce in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[160, 298, null]	[true, true, false]	2	"{""000"": 0, ""100"": 160, ""110"": 298}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_209/COMP_209_ep000_fail.mp4	../assets/composition/comparison_png/COMP_209__put_the_alphabet_soup_the_butter_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_210	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[153, 380, null]	[true, true, false]	2	"{""000"": 0, ""100"": 153, ""110"": 380}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_210/COMP_210_ep000_fail.mp4	../assets/composition/comparison_png/COMP_210__put_the_alphabet_soup_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_211	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the milk in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the milk in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[158, 386, null]	[true, true, false]	2	"{""000"": 0, ""100"": 158, ""110"": 386}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_211/COMP_211_ep000_fail.mp4	../assets/composition/comparison_png/COMP_211__put_the_alphabet_soup_the_cream_cheese_box_and_the_milk_in_the_basket_one_after_another.png	0
COMP_212	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the orange juice in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[159, 346, null]	[true, true, false]	2	"{""000"": 0, ""100"": 159, ""110"": 346}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_212/COMP_212_ep000_fail.mp4	../assets/composition/comparison_png/COMP_212__put_the_alphabet_soup_the_cream_cheese_box_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_213	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the tomato sauce in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[156, 387, 538]	[true, false, true]	2	"{""000"": 0, ""100"": 156, ""101"": 538, ""110"": 387}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_213/COMP_213_ep000_fail.mp4	../assets/composition/comparison_png/COMP_213__put_the_alphabet_soup_the_cream_cheese_box_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_216	C10_libero10_basket_triples	Put the alphabet soup, the ketchup, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[145, null, 374]	[false, false, false]	2	"{""000"": 0, ""100"": 145, ""101"": 374}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_216/COMP_216_ep002_fail.mp4	../assets/composition/comparison_png/COMP_216__put_the_alphabet_soup_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_218	C10_libero10_basket_triples	Put the alphabet soup, the milk, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[160, null, 565]	[true, false, true]	2	"{""000"": 0, ""100"": 160, ""101"": 565}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_218/COMP_218_ep000_fail.mp4	../assets/composition/comparison_png/COMP_218__put_the_alphabet_soup_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_219	C10_libero10_basket_triples	Put the alphabet soup, the orange juice, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[153, null, 642]	[true, false, true]	2	"{""000"": 0, ""100"": 153, ""101"": 642}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_219/COMP_219_ep000_fail.mp4	../assets/composition/comparison_png/COMP_219__put_the_alphabet_soup_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_220	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the ketchup in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[111, 528, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 528}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_220/COMP_220_ep001_fail.mp4	../assets/composition/comparison_png/COMP_220__put_the_butter_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_221	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the milk in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the milk in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[111, 330, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 330}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_221/COMP_221_ep000_fail.mp4	../assets/composition/comparison_png/COMP_221__put_the_butter_the_cream_cheese_box_and_the_milk_in_the_basket_one_after_another.png	0
COMP_222	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the orange juice in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[111, 315, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 315}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_222/COMP_222_ep000_fail.mp4	../assets/composition/comparison_png/COMP_222__put_the_butter_the_cream_cheese_box_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_226	C10_libero10_basket_triples	Put the butter, the ketchup, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	3	in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[114, null, 497]	[true, false, true]	2	"{""000"": 0, ""100"": 114, ""101"": 497}"	6	6	non-prefix pair	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_226/COMP_226_ep003_fail.mp4	../assets/composition/comparison_png/COMP_226__put_the_butter_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_227	C10_libero10_basket_triples	Put the butter, the milk, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the milk in the basket | Put the orange juice in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[111, 243, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 243}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_227/COMP_227_ep000_fail.mp4	../assets/composition/comparison_png/COMP_227__put_the_butter_the_milk_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_228	C10_libero10_basket_triples	Put the butter, the milk, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[111, 280, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 280}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_228/COMP_228_ep000_fail.mp4	../assets/composition/comparison_png/COMP_228__put_the_butter_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_230	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the milk in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the milk in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[151, null, 708]	[true, false, true]	2	"{""000"": 0, ""100"": 151, ""101"": 708}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_230/COMP_230_ep000_fail.mp4	../assets/composition/comparison_png/COMP_230__put_the_cream_cheese_box_the_ketchup_and_the_milk_in_the_basket_one_after_another.png	0
COMP_232	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[156, null, 520]	[true, false, true]	2	"{""000"": 0, ""100"": 156, ""101"": 520}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_232/COMP_232_ep000_fail.mp4	../assets/composition/comparison_png/COMP_232__put_the_cream_cheese_box_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_235	C10_libero10_basket_triples	Put the cream cheese box, the orange juice, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[157, null, 691]	[true, false, true]	2	"{""000"": 0, ""100"": 157, ""101"": 691}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_235/COMP_235_ep000_fail.mp4	../assets/composition/comparison_png/COMP_235__put_the_cream_cheese_box_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
