task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	failure_videos	failure_episode_idx	comparison_png	comparison_sha256	result_dir	skill_sources	scene_sources	all_sources	transfer_summary	success_episode_ids	original_trial_outcomes
NADAPT_011	N3_new_short_drawers_and_shelf	Put the popcorn in the bottom drawer.	libero_10		LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket	put both the alphabet soup and the cream cheese box in the basket	in(popcorn_1, short_cabinet_1_bottom_region)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_living_drawers_shelf.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_011__comparison.png	715482e9c1c8a9ea8f79b8da3d661f8e5d2a7314d5e130717e22e63da5af5f7c		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_10_08	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_living_drawers_shelf.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_012	N3_new_short_drawers_and_shelf	Put the popcorn from the middle drawer on top of the wooden shelf.	libero_10		LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket	put both the alphabet soup and the cream cheese box in the basket	on(popcorn_1, wooden_shelf_1_top_side)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_living_drawers_shelf.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_012__comparison.png	20c6441b581d30f56f25fc10b907d2d10aa9a3f666dc5be1ae8aed731c2d5000		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_10_08	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_living_drawers_shelf.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_013	N3_rebuilt_scene_object_transfer	Put the popcorn box from the top drawer in the tray.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(popcorn_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_013__comparison.png	067ebd1bf331904c827da999dfd6c8945aabbad1b8cea34abf59ebd060c30ce9		LIBERO_SPATIAL_05	LIBERO_10_06	LIBERO_SPATIAL_05,LIBERO_10_06	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_014	N3_rebuilt_scene_object_transfer	Put the macaroni box on the top of the cabinet.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(macaroni_and_cheese_1, white_cabinet_1_top_side)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_014__comparison.png	e4c1c0b413ad3f0b17322e54f27f45bc311b2ebaca2826e2afe87f28440bcb99		LIBERO_GOAL_05	LIBERO_10_06	LIBERO_GOAL_05,LIBERO_10_06	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_015	N3_rebuilt_scene_object_transfer	Put the yellow book in the tray.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(yellow_book_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	2	5	40.0	2	1	1	../assets/diverse_adapt_novel/comparison_png/NADAPT_015__comparison.png	6d9738c755bc6b26e23de086f0e9a4dd1aee8ad95ad6b8b7d5dcc2710cccb7c0		LIBERO_10_06	LIBERO_10_06	LIBERO_10_06	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	0,3	ep0: success · ep1: failure · ep2: failure · ep3: success · ep4: failure
NADAPT_016	N3_rebuilt_scene_object_transfer	Put the popcorn box in the bottom drawer.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(popcorn_1, white_cabinet_1_bottom_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_016__comparison.png	503bab0aace87129cf15909bdb019be0cae5e3c017edc8105605d2b640cc3e73		LIBERO_10_04	LIBERO_10_06	LIBERO_10_04,LIBERO_10_06	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_017	N3_rebuilt_scene_object_transfer	Put the popcorn box in the microwave.	libero_10		LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	in(popcorn_1, microwave_1_heating_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_017__comparison.png	c881b7ebfe3cc151f788f7d55bf8244f71050d28a14be4d0c5bcf66f29456654		LIBERO_10_10	LIBERO_10_07	LIBERO_10_10,LIBERO_10_07	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_018	N3_rebuilt_scene_object_transfer	Put the macaroni box in the microwave.	libero_10		LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	in(macaroni_and_cheese_1, microwave_1_heating_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_018__comparison.png	ddf6e34ce1e4a545a05ad7ca47a95b001b4dc5b154ac2c0e50c839e52fdf6ac8		LIBERO_10_10	LIBERO_10_07	LIBERO_10_10,LIBERO_10_07	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_019	N3_rebuilt_scene_object_transfer	Put the yellow book in the tray.	libero_10		LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	in(yellow_book_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_019__comparison.png	84a25917a821c12feab567a33aac15a9d1fddaf2eea3b1a6e41c769f002269fe		LIBERO_10_06	LIBERO_10_07	LIBERO_10_06,LIBERO_10_07	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_020	N3_rebuilt_scene_object_transfer	Put the macaroni box from the microwave top in the tray.	libero_10		LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	in(macaroni_and_cheese_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_020__comparison.png	7025e6e5e31b4b5c4d5fecde99bc44d7cc3b9b629f305a239717c7b416427965		LIBERO_SPATIAL_10	LIBERO_10_07	LIBERO_SPATIAL_10,LIBERO_10_07	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_021	N3_rebuilt_scene_object_transfer	Put the yellow book in the back compartment of the caddy.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(yellow_book_1, desk_caddy_1_back_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_021__comparison.png	f0eb3e2057a8d9cbb48112ecbcedd84756b621058bdf6d4098b330a22f35efd1		LIBERO_10_06	LIBERO_10_04	LIBERO_10_06,LIBERO_10_04	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_022	N3_rebuilt_scene_object_transfer	Put the yellow book in the front compartment of the caddy.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(yellow_book_1, desk_caddy_1_front_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_022__comparison.png	5173b0e5e3beff060a87a2e9e97a458a89e54679dbad9fbe50b324b75905c1a3		LIBERO_10_06	LIBERO_10_04	LIBERO_10_06,LIBERO_10_04	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_023	N3_rebuilt_scene_object_transfer	Put the macaroni box in the tray.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(macaroni_and_cheese_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_023__comparison.png	bfdc1cac35db443c4aa9ba3c2f42d7dbbba6de048beebddeda2ff635be8e970b		LIBERO_OBJECT_09	LIBERO_10_04	LIBERO_OBJECT_09,LIBERO_10_04	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_024	N3_rebuilt_scene_object_transfer	Put the popcorn box to the right of the plate.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	on(popcorn_1, kitchen_table_novel_plate_right_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_024__comparison.png	63d0472733e57a3d5f111c5a7d8f1a4396125b7f5b664d2e5bd8abf090a51cb7		LIBERO_10_07	LIBERO_10_04	LIBERO_10_07,LIBERO_10_04	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_025	N3_rebuilt_scene_object_transfer	Put the popcorn box in the middle drawer.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(popcorn_1, white_cabinet_1_middle_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_025__comparison.png	99a8cf54a6435910f5ac484e2f3c6e729831cfae11604c3cd161fa4ac76c99fc		LIBERO_10_04	LIBERO_GOAL_09	LIBERO_10_04,LIBERO_GOAL_09	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_026	N3_rebuilt_scene_object_transfer	Put the macaroni box in the microwave.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(macaroni_and_cheese_1, microwave_1_heating_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_026__comparison.png	213f28df9511e674432cfef7f086b3b7824241ce9a8e0899100f5d058cfe1c2f		LIBERO_10_10	LIBERO_GOAL_09	LIBERO_10_10,LIBERO_GOAL_09	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_027	N3_rebuilt_scene_object_transfer	Put the yellow book in the tray.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(yellow_book_1, wooden_tray_1_contain_region)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	2	4	5	80.0	4	1	4	../assets/diverse_adapt_novel/comparison_png/NADAPT_027__comparison.png	f75bb059e2d9657d5821048d9588f03a813e08dd234cef96fa1bb1bdf2f09cbd		LIBERO_10_06	LIBERO_GOAL_09	LIBERO_10_06,LIBERO_GOAL_09	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	0,1,2,3	ep0: success · ep1: success · ep2: success · ep3: success · ep4: failure
NADAPT_028	N3_rebuilt_scene_object_transfer	Put the macaroni box on the top of the microwave.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	on(macaroni_and_cheese_1, microwave_1_top_side)	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_028__comparison.png	3bddb961f7323500b6b4de1134978435f851c4903de59546c036356fdfee142c		LIBERO_GOAL_05	LIBERO_GOAL_09	LIBERO_GOAL_05,LIBERO_GOAL_09	A demonstrated atomic skill is applied to a novel foreground asset in an explicitly rebuilt furniture composition.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_029	N4_new_shelf_drainer_routing	Put the popcorn from the bottom shelf in the left drainer compartment.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(popcorn_1, bowl_drainer_1_left_region)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_029__comparison.png	89a664fa98ba13d6bfdac39b3ef049a68b461ac9040b28d786c4f67700b91066		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_GOAL_09	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_030	N4_new_shelf_drainer_routing	Put the popcorn from the middle shelf in the right drainer compartment.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(popcorn_1, bowl_drainer_1_right_region)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_030__comparison.png	2de853216b0853f31ea88d46de76936ec5df5064f682df1e1dfd17592787681e		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_GOAL_09	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_031	N4_new_shelf_drainer_routing	Put the popcorn from the left drainer compartment on the top shelf.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(popcorn_1, wooden_shelf_1_top_region)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_031__comparison.png	6fe2961c0042ef244be1126ecd69b6ee95f5a8e965c9f3f29f5ca35fc929ca54		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_GOAL_09	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_032	N4_new_shelf_drainer_routing	Put the popcorn from the right drainer compartment on the middle shelf.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(popcorn_1, wooden_shelf_1_middle_region)	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.	3	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_032__comparison.png	e8e9ca9c7aeec6f2a7cca1e7417f9c094beb5458a6949ebbfdef0af81bbb9994		LIBERO_SPATIAL_05,LIBERO_10_04		LIBERO_SPATIAL_05,LIBERO_10_04,LIBERO_GOAL_09	Transfer one demonstrated pickup-and-placement action between newly composed physical fixtures in novel_tabletop_shelf_drainer.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NADAPT_033	N5_extra_unseen40_surface_transfer	Put the salad dressing on top of the white storage box.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(new_salad_dressing_1, white_storage_box_1_top_side)	Transfer one original40 atomic surface-placement or elevated-pickup skill to an installed bottle absent from40 in an independently rebuilt scene; LIBERO90 supplies asset-use provenance only, not a scene or trajectory.	2	0	5	0.0	0	1	0	../assets/diverse_adapt_novel/comparison_png/NADAPT_033__comparison.png	21f9670803aa65d2930a26e58a6132358673df6121fa984b0181a940e7aba5cf		LIBERO_GOAL_05		LIBERO_GOAL_05,LIBERO_10_06	Transfer one original40 atomic surface-placement or elevated-pickup skill to an installed bottle absent from40 in an independently rebuilt scene; LIBERO90 supplies asset-use provenance only, not a scene or trajectory.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
