task_id	family	instruction	source_suite	source_task_id	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos	failure_videos	failure_episode_idx	comparison_png	comparison_sha256	result_dir	skill_sources	scene_sources	all_sources	transfer_summary	success_episode_ids	original_trial_outcomes
NAF_011	F03_popcorn_microwave_atomic	Put the popcorn in the microwave.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(popcorn_1, microwave_1_heating_region)	One original40 microwave primitive transferred to popcorn or its prepared containment context.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_011__comparison.png	5733641e37dc9e015021204aef363e17b21d184307eeb9ed6edfb5d7d0bddee1		LIBERO_10_10	LIBERO_10_10	LIBERO_10_10	One original40 microwave primitive transferred to popcorn or its prepared containment context.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_012	F03_popcorn_microwave_atomic	Close the microwave.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	close(microwave_1)	One original40 microwave primitive transferred to popcorn or its prepared containment context.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_012__comparison.png	d32c40a4cab0299380bfc1606c5ac479373024a5eeb19add3b4af074cede6343		LIBERO_10_10	LIBERO_10_10	LIBERO_10_10	One original40 microwave primitive transferred to popcorn or its prepared containment context.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_013	F04_short_fridge_roof	Put the plate on top of the short fridge.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(plate_1, short_fridge_1_feedback_top_region)	Transfer plate placement to a real short_fridge at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_013__comparison.png	b6099c9f8fdc4ce4d8339928cd7926cdc0eb84a11f49f2b1061f7d7af4d0bc88		LIBERO_GOAL_05,LIBERO_GOAL_06	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_GOAL_06	Transfer plate placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_014	F04_short_fridge_roof	Put the wine bottle on top of the short fridge.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(wine_bottle_1, short_fridge_1_feedback_top_region)	Transfer wine bottle placement to a real short_fridge at a learned original40 target position.	6	1	5	20.0	1	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_014__comparison.png	cf2b99596a5ab156357d8c7b1a804081dcb95d4c0081d3f7d9fe04d248ed0e3b		LIBERO_GOAL_05,LIBERO_GOAL_03	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_GOAL_03	Transfer wine bottle placement to a real short_fridge at a learned original40 target position.	2	ep0: failure · ep1: failure · ep2: success · ep3: failure · ep4: failure
NAF_015	F04_short_fridge_roof	Put the black bowl on top of the short fridge.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(akita_black_bowl_1, short_fridge_1_feedback_top_region)	Transfer black bowl placement to a real short_fridge at a learned original40 target position.	5	4	5	80.0	4	1	1	../assets/novel_adapt_feedback/comparison_png/NAF_015__comparison.png	9fd8f14df6ddcec22a3e636ec365ab937cb5a755a5aa34fe6b786349576a5663		LIBERO_GOAL_05	LIBERO_GOAL_05	LIBERO_GOAL_05	Transfer black bowl placement to a real short_fridge at a learned original40 target position.	0,2,3,4	ep0: success · ep1: failure · ep2: success · ep3: success · ep4: success
NAF_016	F04_short_fridge_roof	Put the milk on top of the short fridge.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(milk_1, short_fridge_1_feedback_top_region)	Transfer milk placement to a real short_fridge at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_016__comparison.png	fb920dd46563f6fca2acc889d4268df8089714c43695b0d73aebf376b26e3f06		LIBERO_GOAL_05,LIBERO_OBJECT_08	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_OBJECT_08	Transfer milk placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_017	F04_short_fridge_roof	Put the popcorn on top of the short fridge.	libero_goal		put_the_bowl_on_top_of_the_cabinet	Put the bowl on the top of the drawer	on(popcorn_1, short_fridge_1_feedback_top_region)	Transfer popcorn placement to a real short_fridge at a learned original40 target position.	5	5	5	100.0	5	0		../assets/novel_adapt_feedback/comparison_png/NAF_017__comparison.png	e013bff79cb67ec5db1a0ed00a2fe7004520530d7123560f8e3dc2051565d8e6		LIBERO_GOAL_05,LIBERO_OBJECT_09	LIBERO_GOAL_05	LIBERO_GOAL_05,LIBERO_OBJECT_09	Transfer popcorn placement to a real short_fridge at a learned original40 target position.	0,1,2,3,4	ep0: success · ep1: success · ep2: success · ep3: success · ep4: success
NAF_018	F04_short_fridge_roof	Put the plate on top of the short fridge.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	on(plate_1, short_fridge_1_feedback_top_region)	Transfer plate placement to a real short_fridge at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_018__comparison.png	d21fccc1f9b0173ad73414ddeafc9a3b61c9ae2b400809c5f84f212e38a5775c		LIBERO_GOAL_05,LIBERO_GOAL_06	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05,LIBERO_GOAL_06	Transfer plate placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_019	F04_short_fridge_roof	Put the wine bottle on top of the short fridge.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	on(wine_bottle_1, short_fridge_1_feedback_top_region)	Transfer wine bottle placement to a real short_fridge at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_019__comparison.png	2a1e2c9b01bbec2986aa3ba095242e682bbade4ce9adf6d8922a0aebfb5a053b		LIBERO_GOAL_05,LIBERO_GOAL_03	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05,LIBERO_GOAL_03	Transfer wine bottle placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_020	F04_short_fridge_roof	Put the milk on top of the short fridge.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	on(milk_1, short_fridge_1_feedback_top_region)	Transfer milk placement to a real short_fridge at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_020__comparison.png	bd5cd0e9488b96404f43623154c32ff7ade3a798bf18da60488c00e01eff03ca		LIBERO_GOAL_05,LIBERO_OBJECT_08	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05,LIBERO_OBJECT_08	Transfer milk placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_021	F04_short_fridge_roof	Put the white mug on top of the short fridge.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	on(porcelain_mug_1, short_fridge_1_feedback_top_region)	Transfer white mug placement to a real short_fridge at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_021__comparison.png	f410f84f35c40598f21d4d87efc6a826be6f58bdd68ef354634fb7dad9f5c9ec		LIBERO_GOAL_05,LIBERO_10_05	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05,LIBERO_10_05	Transfer white mug placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_022	F04_short_fridge_roof	Put the yellow and white mug on top of the short fridge.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	on(white_yellow_mug_1, short_fridge_1_feedback_top_region)	Transfer yellow and white mug placement to a real short_fridge at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_022__comparison.png	c00de68abdd82df68f0c9727a16b592e7910d2aa3f9999bc899df8c43936bec1		LIBERO_GOAL_05,LIBERO_10_05	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05,LIBERO_10_05	Transfer yellow and white mug placement to a real short_fridge at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_023	F05_white_cubby_inside	Put the white mug inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(porcelain_mug_1, white_storage_box_1_feedback_contain_region)	Transfer white mug placement to a real white_storage_box at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_023__comparison.png	ee55957811e4b72e7a19b545b834db67c0ee997b2ea6b86b473a55c541522c4d		LIBERO_10_10,LIBERO_10_05	LIBERO_10_10	LIBERO_10_10,LIBERO_10_05	Transfer white mug placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_024	F05_white_cubby_inside	Put the white mug inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(porcelain_mug_1, white_storage_box_1_feedback_contain_region)	Transfer white mug placement to a real white_storage_box at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_024__comparison.png	56050e90b70487ade61e7a176a87360facc0ac32dbb52f5758cdebf9f14276e8		LIBERO_10_10,LIBERO_10_05	LIBERO_10_10	LIBERO_10_10,LIBERO_10_05	Transfer white mug placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_025	F05_white_cubby_inside	Put the popcorn inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(popcorn_1, white_storage_box_1_feedback_contain_region)	Transfer popcorn placement to a real white_storage_box at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_025__comparison.png	b0190d8e0a1f716569167354224330e686c7854da9bccb4cb3a93bd76b307a8d		LIBERO_10_10,LIBERO_OBJECT_09	LIBERO_10_10	LIBERO_10_10,LIBERO_OBJECT_09	Transfer popcorn placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_026	F05_white_cubby_inside	Put the popcorn inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(popcorn_1, white_storage_box_1_feedback_contain_region)	Transfer popcorn placement to a real white_storage_box at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_026__comparison.png	e7245e48b43da837a6afec518b90bf067e578221e5075189f72a0db0dd4263db		LIBERO_10_10,LIBERO_OBJECT_09	LIBERO_10_10	LIBERO_10_10,LIBERO_OBJECT_09	Transfer popcorn placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_027	F05_white_cubby_inside	Put the butter inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(butter_1, white_storage_box_1_feedback_contain_region)	Transfer butter placement to a real white_storage_box at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_027__comparison.png	b070a2895da5cc84b207cf6b0637c7660c39c61922179145b7c695855af24e7e		LIBERO_10_10,LIBERO_OBJECT_07	LIBERO_10_10	LIBERO_10_10,LIBERO_OBJECT_07	Transfer butter placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_028	F05_white_cubby_inside	Put the cream cheese inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(cream_cheese_1, white_storage_box_1_feedback_contain_region)	Transfer cream cheese placement to a real white_storage_box at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_028__comparison.png	d4e9bd8902473c4d5c6481102f1e56762b80b474ea9b276b5512afe2bbc055c2		LIBERO_10_10,LIBERO_OBJECT_02	LIBERO_10_10	LIBERO_10_10,LIBERO_OBJECT_02	Transfer cream cheese placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_029	F05_white_cubby_inside	Put the chocolate pudding inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(chocolate_pudding_1, white_storage_box_1_feedback_contain_region)	Transfer chocolate pudding placement to a real white_storage_box at a learned original40 target position.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_029__comparison.png	29598b228e6fff872c99d5a129142962c0d5f6252633b03c376591379f2dc697		LIBERO_10_10,LIBERO_OBJECT_09	LIBERO_10_10	LIBERO_10_10,LIBERO_OBJECT_09	Transfer chocolate pudding placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_030	F05_white_cubby_inside	Put the black bowl inside the white storage box.	libero_10		KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it	put the yellow and white mug in the microwave and close it	in(akita_black_bowl_1, white_storage_box_1_feedback_contain_region)	Transfer black bowl placement to a real white_storage_box at a learned original40 target position.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_030__comparison.png	a335cadb0ca7c3c86451ee7e5716428433962e0b6cf5cc5b54057189934f8f3f		LIBERO_10_10,LIBERO_GOAL_05	LIBERO_10_10	LIBERO_10_10,LIBERO_GOAL_05	Transfer black bowl placement to a real white_storage_box at a learned original40 target position.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_031	F06_two_plates_to_tray	Put both plates in the wooden tray.	libero_10		LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	put the white mug on the plate and put the chocolate pudding to the right of the plate	in(plate_1, wooden_tray_1_contain_region) & in(plate_2, wooden_tray_1_contain_region)	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_031__comparison.png	dc4f6c0ee3a0aa6c0fde1c24fc0d81a74605654ffaaa59a81885bc9d44e7df36		LIBERO_10_01	LIBERO_10_07	LIBERO_10_07,LIBERO_10_01	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_032	F06_two_plates_to_tray	Put both plates in the wooden tray.	libero_10		KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it	put the black bowl in the bottom drawer of the cabinet and close it	in(plate_1, wooden_tray_1_contain_region) & in(plate_2, wooden_tray_1_contain_region)	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_032__comparison.png	99b55d8b7738f9403d8da02211f68ad3906c51d1e06b814e48d635e27b7f46ae		LIBERO_10_01	LIBERO_10_04	LIBERO_10_04,LIBERO_10_01	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_033	F06_two_plates_to_tray	Put both plates in the wooden tray.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	in(plate_1, wooden_tray_1_contain_region) & in(plate_2, wooden_tray_1_contain_region)	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.	5	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_033__comparison.png	f2d60f1e5e7df5febcd6dbf5bd541d86c5835144d2443c1a6ce5f801536333a5		LIBERO_10_01	LIBERO_10_06	LIBERO_10_06,LIBERO_10_01	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_034	F06_two_plates_to_tray	Put both plates in the wooden tray.	libero_goal		put_the_bowl_on_the_plate	Put the bowl on the plate	in(plate_1, wooden_tray_1_contain_region) & in(plate_2, wooden_tray_1_contain_region)	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.	6	0	5	0.0	0	1	0	../assets/novel_adapt_feedback/comparison_png/NAF_034__comparison.png	9b6e4c0bef501fe2db9bcc211dbaee3df117b5042eed0ea4489ec654438a0651		LIBERO_10_01	LIBERO_GOAL_09	LIBERO_GOAL_09,LIBERO_10_01	Two demonstrated pick-and-place primitives transfer to two distinct plates and one tray, with an unordered final conjunction.		ep0: failure · ep1: failure · ep2: failure · ep3: failure · ep4: failure
NAF_035	F07_two_layer_shelf_roof	Put the black book on top of the two-layer wooden shelf.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(black_book_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer black book placement to a real wooden_two_layer_shelf at a learned original40 target position.	5	5	5	100.0	5	0		../assets/novel_adapt_feedback/comparison_png/NAF_035__comparison.png	604810c2c51e2e613fdb4c19a4af1714179607ca1012769963cc020802c59c6f		LIBERO_GOAL_05,LIBERO_10_06	LIBERO_10_06	LIBERO_10_06,LIBERO_GOAL_05	Transfer black book placement to a real wooden_two_layer_shelf at a learned original40 target position.	0,1,2,3,4	ep0: success · ep1: success · ep2: success · ep3: success · ep4: success
NAF_036	F07_two_layer_shelf_roof	Put the yellow book on top of the two-layer wooden shelf.	libero_10		STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy	pick up the book and place it in the back compartment of the caddy	on(yellow_book_1, wooden_two_layer_shelf_1_feedback_roof_region)	Transfer yellow book placement to a real wooden_two_layer_shelf at a learned original40 target position.	6	5	5	100.0	5	0		../assets/novel_adapt_feedback/comparison_png/NAF_036__comparison.png	35e7a111fdd4a8fe03a233d1903b0b977a6ca6b7f64e06bbf5a34f7fb36a2a66		LIBERO_GOAL_05,LIBERO_10_06	LIBERO_10_06	LIBERO_10_06,LIBERO_GOAL_05	Transfer yellow book placement to a real wooden_two_layer_shelf at a learned original40 target position.	0,1,2,3,4	ep0: success · ep1: success · ep2: success · ep3: success · ep4: success
